id,"created_at","updated_at","resolutions","regions","regions_name","infomation","pre_resolutions"
5250,"2017-05-18 22:59:30","2017-05-18 22:59:30","city","1017482","GardenCity",NULL,"US"
5251,"2017-05-18 22:59:30","2017-05-18 22:59:30","city","1017483","Gardner",NULL,"US"
5252,"2017-05-18 22:59:30","2017-05-18 22:59:30","city","1017484","Garnett",NULL,"US"
5253,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017485","Gas",NULL,"US"
5254,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017486","Girard",NULL,"US"
5255,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017487","Goddard",NULL,"US"
5256,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017488","Goodland",NULL,"US"
5257,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017489","Gorham",NULL,"US"
5258,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017490","GoveCity",NULL,"US"
5259,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017491","GreatBend",NULL,"US"
5260,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017492","Greensburg",NULL,"US"
5261,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017493","Grinnell",NULL,"US"
5262,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017494","Gypsum",NULL,"US"
5263,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017495","Hamilton",NULL,"US"
5264,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017496","Hanover",NULL,"US"
5265,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017497","Harper",NULL,"US"
5266,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017498","Haven",NULL,"US"
5267,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017499","Haviland",NULL,"US"
5268,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017500","Hays",NULL,"US"
5269,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017501","Haysville",NULL,"US"
5270,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017502","Herington",NULL,"US"
5271,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017503","Herndon",NULL,"US"
5272,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017504","Hesston",NULL,"US"
5273,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017505","Hiawatha",NULL,"US"
5274,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017506","Highland",NULL,"US"
5275,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017507","HillCity",NULL,"US"
5276,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017508","Hillsboro",NULL,"US"
5277,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017509","Holton",NULL,"US"
5278,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017510","Holyrood",NULL,"US"
5279,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017511","Home",NULL,"US"
5280,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017512","Hope",NULL,"US"
5281,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017513","Horton",NULL,"US"
5282,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017514","Howard",NULL,"US"
5283,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017515","Hoxie",NULL,"US"
5284,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017516","Hugoton",NULL,"US"
5285,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017517","Humboldt",NULL,"US"
5286,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017518","Hutchinson",NULL,"US"
5287,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017519","Independence",NULL,"US"
5288,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017520","Inman",NULL,"US"
5289,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017521","Iola",NULL,"US"
5290,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017522","Jennings",NULL,"US"
5291,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017523","Jetmore",NULL,"US"
5292,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017524","JohnsonCity",NULL,"US"
5293,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017525","JunctionCity",NULL,"US"
5294,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017526","Kanopolis",NULL,"US"
5295,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017527","KansasCity",NULL,"US"
5296,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017528","Kensington",NULL,"US"
5297,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017529","Kingman",NULL,"US"
5298,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017530","Kinsley",NULL,"US"
5299,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017531","Kiowa",NULL,"US"
5300,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017532","LaCrosse",NULL,"US"
5301,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017533","LaCygne",NULL,"US"
5302,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017534","Lakin",NULL,"US"
5303,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017535","Lansing",NULL,"US"
5304,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017536","Larned",NULL,"US"
5305,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017537","Lawrence",NULL,"US"
5306,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017538","Leavenworth",NULL,"US"
5307,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017539","Leawood",NULL,"US"
5308,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017540","Lebanon",NULL,"US"
5309,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017541","Lecompton",NULL,"US"
5310,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017542","Lenexa",NULL,"US"
5311,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017543","Lenora",NULL,"US"
5312,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017544","Leoti",NULL,"US"
5313,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017545","Liberal",NULL,"US"
5314,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017546","Lincoln",NULL,"US"
5315,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017547","Lindsborg",NULL,"US"
5316,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017548","Linn",NULL,"US"
5317,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017549","Linwood",NULL,"US"
5318,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017550","LittleRiver",NULL,"US"
5319,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017551","Logan",NULL,"US"
5320,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017552","Louisburg",NULL,"US"
5321,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017553","Lyndon",NULL,"US"
5322,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017554","Lyons",NULL,"US"
5323,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017555","Madison",NULL,"US"
5324,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017556","Maize",NULL,"US"
5325,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017557","Manhattan",NULL,"US"
5326,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017558","Mankato",NULL,"US"
5327,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017559","MapleHill",NULL,"US"
5328,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017560","Marion",NULL,"US"
5329,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017561","Marysville",NULL,"US"
5330,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017562","Mayetta",NULL,"US"
5331,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017563","McLouth",NULL,"US"
5332,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017564","McConnellAirForceBase",NULL,"US"
5333,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017565","McPherson",NULL,"US"
5334,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017566","Meade",NULL,"US"
5335,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017567","MedicineLodge",NULL,"US"
5336,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017568","Meriden",NULL,"US"
5337,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017569","Minneapolis",NULL,"US"
5338,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017570","Minneola",NULL,"US"
5339,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017571","Mission",NULL,"US"
5340,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017572","Montezuma",NULL,"US"
5341,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017573","Moscow",NULL,"US"
5342,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017574","MoundCity",NULL,"US"
5343,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017575","MoundValley",NULL,"US"
5344,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017576","Moundridge",NULL,"US"
5345,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017577","Mulvane",NULL,"US"
5346,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017578","Natoma",NULL,"US"
5347,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017579","Neodesha",NULL,"US"
5348,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017580","NessCity",NULL,"US"
5349,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017581","NewCentury",NULL,"US"
5350,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017582","Newton",NULL,"US"
5351,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017583","NorthNewton",NULL,"US"
5352,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017584","Norton",NULL,"US"
5353,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017585","Oakley",NULL,"US"
5354,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017586","Oberlin",NULL,"US"
5355,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017587","Ogden",NULL,"US"
5356,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017588","Olathe",NULL,"US"
5357,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017589","OsageCity",NULL,"US"
5358,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017590","Osawatomie",NULL,"US"
5359,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017591","Osborne",NULL,"US"
5360,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017592","Oskaloosa",NULL,"US"
5361,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017593","Oswego",NULL,"US"
5362,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017594","Ottawa",NULL,"US"
5363,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017595","Overbrook",NULL,"US"
5364,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017596","OverlandPark",NULL,"US"
5365,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017597","Oxford",NULL,"US"
5366,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017598","Palco",NULL,"US"
5367,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017599","Paola",NULL,"US"
5368,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017600","Parsons",NULL,"US"
5369,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017601","Partridge",NULL,"US"
5370,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017602","Peabody",NULL,"US"
5371,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017603","Perry",NULL,"US"
5372,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017604","Phillipsburg",NULL,"US"
5373,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017605","Piqua",NULL,"US"
5374,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017606","Pittsburg",NULL,"US"
5375,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017607","Plainville",NULL,"US"
5376,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017608","Pomona",NULL,"US"
5377,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017609","Pratt",NULL,"US"
5378,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017610","PrettyPrairie",NULL,"US"
5379,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017611","Protection",NULL,"US"
5380,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017612","Quinter",NULL,"US"
5381,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017613","Randolph",NULL,"US"
5382,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017614","Ransom",NULL,"US"
5383,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017615","Rantoul",NULL,"US"
5384,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017616","Rexford",NULL,"US"
5385,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017617","Richmond",NULL,"US"
5386,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017618","Riley",NULL,"US"
5387,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017619","Riverton",NULL,"US"
5388,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017620","Rossville",NULL,"US"
5389,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017621","Russell",NULL,"US"
5390,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017622","Sabetha",NULL,"US"
5391,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017623","Salina",NULL,"US"
5392,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017624","Scammon",NULL,"US"
5393,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017625","ScottCity",NULL,"US"
5394,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017626","Sedan",NULL,"US"
5395,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017627","Sedgwick",NULL,"US"
5396,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017628","Selden",NULL,"US"
5397,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017629","Seneca",NULL,"US"
5398,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017630","SharonSprings",NULL,"US"
5399,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017631","Shawnee",NULL,"US"
5400,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017632","SilverLake",NULL,"US"
5401,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017633","SmithCenter",NULL,"US"
5402,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017634","Solomon",NULL,"US"
5403,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017635","SouthHutchinson",NULL,"US"
5404,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017636","Spearville",NULL,"US"
5405,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017637","SpringHill",NULL,"US"
5406,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017638","SaintFrancis",NULL,"US"
5407,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017639","SaintJohn",NULL,"US"
5408,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017640","SaintMarys",NULL,"US"
5409,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017641","SaintPaul",NULL,"US"
5410,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017642","Stafford",NULL,"US"
5411,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017643","Sterling",NULL,"US"
5412,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017644","Stilwell",NULL,"US"
5413,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017645","Stockton",NULL,"US"
5414,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017646","StrongCity",NULL,"US"
5415,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017647","Sublette",NULL,"US"
5416,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017648","Summerfield",NULL,"US"
5417,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017649","SylvanGrove",NULL,"US"
5418,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017650","Syracuse",NULL,"US"
5419,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017652","Tonganoxie",NULL,"US"
5420,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017653","Topeka",NULL,"US"
5421,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017654","Towanda",NULL,"US"
5422,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017655","Tribune",NULL,"US"
5423,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017656","Troy",NULL,"US"
5424,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017657","Turon",NULL,"US"
5425,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017658","Udall",NULL,"US"
5426,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017659","Ulysses",NULL,"US"
5427,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017660","ValleyCenter",NULL,"US"
5428,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017661","ValleyFalls",NULL,"US"
5429,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017662","Victoria",NULL,"US"
5430,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017663","WaKeeney",NULL,"US"
5431,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017664","Wamego",NULL,"US"
5432,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017665","Washington",NULL,"US"
5433,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017666","Waterville",NULL,"US"
5434,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017667","Wathena",NULL,"US"
5435,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017668","Wellington",NULL,"US"
5436,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017669","Wellsville",NULL,"US"
5437,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017670","Weskan",NULL,"US"
5438,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017671","Westmoreland",NULL,"US"
5439,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017672","Whitewater",NULL,"US"
5440,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017673","Wichita",NULL,"US"
5441,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017674","Wilson",NULL,"US"
5442,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017675","Winchester",NULL,"US"
5443,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017676","Winfield",NULL,"US"
5444,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017677","Winona",NULL,"US"
5445,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017678","YatesCenter",NULL,"US"
5446,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017679","AgesBrookside",NULL,"US"
5447,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017680","Albany",NULL,"US"
5448,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017681","Alexandria",NULL,"US"
5449,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017682","Almo",NULL,"US"
5450,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017683","Annville",NULL,"US"
5451,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017684","Ashland",NULL,"US"
5452,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017685","Auburn",NULL,"US"
5453,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017686","Augusta",NULL,"US"
5454,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017687","Barbourville",NULL,"US"
5455,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017688","Bardstown",NULL,"US"
5456,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017689","Bardwell",NULL,"US"
5457,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017690","Barlow",NULL,"US"
5458,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017691","Beattyville",NULL,"US"
5459,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017692","Beauty",NULL,"US"
5460,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017693","Beaver",NULL,"US"
5461,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017694","BeaverDam",NULL,"US"
5462,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017695","Bedford",NULL,"US"
5463,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017696","Bellevue",NULL,"US"
5464,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017697","Benton",NULL,"US"
5465,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017698","Berea",NULL,"US"
5466,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017699","Beverly",NULL,"US"
5467,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017700","Booneville",NULL,"US"
5468,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017701","BoonsCamp",NULL,"US"
5469,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017702","BowlingGreen",NULL,"US"
5470,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017703","Brandenburg",NULL,"US"
5471,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017704","Brooksville",NULL,"US"
5472,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017705","Brownsville",NULL,"US"
5473,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017706","Bryantsville",NULL,"US"
5474,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017707","Buckner",NULL,"US"
5475,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017708","Burgin",NULL,"US"
5476,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017709","Burkesville",NULL,"US"
5477,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017710","Burlington",NULL,"US"
5478,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017711","Bush",NULL,"US"
5479,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017712","Butler",NULL,"US"
5480,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017713","Cadiz",NULL,"US"
5481,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017714","Calhoun",NULL,"US"
5482,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017715","CalvertCity",NULL,"US"
5483,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017716","Campbellsburg",NULL,"US"
5484,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017717","Campbellsville",NULL,"US"
5485,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017718","Campton",NULL,"US"
5486,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017719","Canada",NULL,"US"
5487,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017720","Canmer",NULL,"US"
5488,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017721","Carlisle",NULL,"US"
5489,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017722","Carrollton",NULL,"US"
5490,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017723","CaveCity",NULL,"US"
5491,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017724","CentralCity",NULL,"US"
5492,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017725","ClayCity",NULL,"US"
5493,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017726","Clinton",NULL,"US"
5494,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017727","Cloverport",NULL,"US"
5495,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017728","Columbia",NULL,"US"
5496,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017729","Combs",NULL,"US"
5497,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017730","Confluence",NULL,"US"
5498,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017731","Corbin",NULL,"US"
5499,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017732","Cornettsville",NULL,"US"
5500,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017733","Covington",NULL,"US"
5501,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017734","CoxsCreek",NULL,"US"
5502,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017735","Cranks",NULL,"US"
5503,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017736","Crestwood",NULL,"US"
5504,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017737","Cumberland",NULL,"US"
5505,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017738","Cynthiana",NULL,"US"
5506,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017739","Danville",NULL,"US"
5507,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017740","DawsonSprings",NULL,"US"
5508,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017741","Dayton",NULL,"US"
5509,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017742","Dixon",NULL,"US"
5510,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017743","Dunnville",NULL,"US"
5511,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017744","Dwarf",NULL,"US"
5512,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017745","EastBernstadt",NULL,"US"
5513,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017746","Eddyville",NULL,"US"
5514,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017747","Edmonton",NULL,"US"
5515,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017748","Elizabethtown",NULL,"US"
5516,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017749","Elkton",NULL,"US"
5517,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017750","Eminence",NULL,"US"
5518,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017751","Erlanger",NULL,"US"
5519,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017752","Evarts",NULL,"US"
5520,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017753","FallRock",NULL,"US"
5521,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017754","Falmouth",NULL,"US"
5522,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017755","FancyFarm",NULL,"US"
5523,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017756","Ferguson",NULL,"US"
5524,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017758","FlatLick",NULL,"US"
5525,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017759","Flemingsburg",NULL,"US"
5526,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017760","Florence",NULL,"US"
5527,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017761","Ford",NULL,"US"
5528,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017762","FountainRun",NULL,"US"
5529,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017763","Frankfort",NULL,"US"
5530,"2017-05-18 22:59:31","2017-05-18 22:59:31","city","1017764","Franklin",NULL,"US"
